20:26:29: 自动让小蜜蜂×1 去采蜜
20:26:29: NCHiveWork:235-254 
11:46:27: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:27: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:27: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:26: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:26: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:26: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:26: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:26: GetMyFarm:2031-250 
11:46:25: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:25: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:25: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:24: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:24: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:24: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:24: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:23: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:23: GetMyFarm:2032-250 
11:46:23: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:23: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:23: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:22: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:22: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:22: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:22: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:21: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:21: GetMyFarm:2032-250 
11:46:21: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:21: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:21: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:20: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:20: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:46:20: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:19: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:46:19: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:19: GetMyFarm:2031-250 
11:46:19: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:46:19: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:18: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:46:18: 牧场发包错误屋里凡凡2号
11:46:18: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:18: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:18: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:17: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:17: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:17: GetMyFarm:2031-250 
11:46:17: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:17: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:16: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:16: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:16: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:16: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:15: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:15: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:15: GetMyFarm:2031-250 
11:46:15: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:15: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:14: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:14: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:14: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:14: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:13: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:13: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:13: GetMyFarm:2031-250 
11:46:13: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:13: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:12: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:12: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:12: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:12: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:11: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:11: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:11: GetMyFarm:2031-250 
11:46:11: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:10: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:10: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:10: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:10: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:46:09: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:09: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:46:09: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:09: GetMyFarm:2031-250 
11:46:09: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:46:08: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:08: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:46:08: 牧场发包错误屋里凡凡2号
11:46:08: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:08: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:07: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:07: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:07: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:07: GetMyFarm:2032-250 
11:46:07: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:06: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:06: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:06: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:06: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:05: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:05: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:05: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:05: GetMyFarm:2032-250 
11:46:05: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:04: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:04: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:04: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:03: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:03: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:03: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:03: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:03: GetMyFarm:2031-250 
11:46:02: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:02: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:02: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:02: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:01: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:01: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:01: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:01: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:01: GetMyFarm:2031-250 
11:46:00: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:00: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:46:00: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:46:00: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:45:59: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:45:59: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:45:59: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:45:59: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
11:45:58: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:45:58: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:45:58: 牧场发包错误屋里凡凡2号
11:45:57: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:57: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:56: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:56: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:55: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:55: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:54: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:54: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:53: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:53: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:52: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:52: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:51: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:51: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:50: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:50: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:49: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:45:49: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:45:48: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:45:48: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:45:48: 牧场发包错误屋里凡凡2号
11:45:47: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:47: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:46: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:46: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:45: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:44: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:44: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:43: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:43: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:42: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:42: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:41: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:41: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:40: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:40: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:39: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
11:45:39: 牧场发包错误屋里凡凡2号
11:45:39: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
11:45:38: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
11:45:38: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
11:45:37: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
11:45:37: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
11:45:36: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
11:45:36: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
11:45:35: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
11:45:35: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
11:45:34: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
11:45:34: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
11:45:33: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
11:45:33: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
11:45:32: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
11:45:32: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
11:45:31: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
11:45:31: 牧场发包错误屋里凡凡2号
11:45:31: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
11:45:30: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
11:45:30: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
11:45:29: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
11:45:29: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
11:45:28: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
11:45:28: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
11:45:27: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
11:45:27: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
11:45:26: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
11:45:26: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
11:45:25: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
11:45:25: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
11:45:24: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
11:45:24: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
11:45:23: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
11:45:23: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:45:22: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:45:22: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:45:21: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
11:35:26: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563248126,farmKey=38ffb3470a0aeb19d8080ad306a38840,farmKey2=8f4197339cffed6fa58e1a4e320383fb,uIdx=2937780336,uinY=2937059067,id=11270
11:35:26: NCJZJoin:250-250 
11:35:25: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563248125,farmKey=7858bc40ce1cec2331e581170473ac8c,farmKey2=01e59e7c7920ebf8504f3bb119872e94,uIdx=2937780336,uinY=2937059067,id=11707
11:35:25: NCJZJoin:250-250 
11:35:24: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563248123,farmKey=42f73656d9ae612b5a263abde6bb74a5,farmKey2=33cc78cc603d287f489331a8897b9a77,uIdx=2937780336,uinY=2937059067,id=12783
11:35:24: NCJZJoin:1641-250 
11:35:22: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563248122,farmKey=362fa8d8ddd9f17fcc0ff4f4f1e4d349,farmKey2=9fd197b0955965510bef6849657af8ff,uIdx=2937780336,uinY=2937059067,id=12934
11:35:22: NCJZJoin:250-250 
11:35:21: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563248121,farmKey=5c5fc0af825bee7a80bc8200a1b809a8,farmKey2=e4f9f426fa7b118e38667f3c1c46b23d,uIdx=2937780336,uinY=2937059067,id=11842
11:35:21: NCJZJoin:250-250 
11:35:20: NCJZMyJoin:250-251 
11:35:19: NCJZHome:250-253 
11:35:18: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563248118,farmKey=761a43286e0790418a851fc7f39164df,farmKey2=3567243ea54891cfa05e4e478d03cc83,uIdx=2937780336,uinY=2937059067,id=10884
11:35:18: NCJZJoin:265-256 
11:35:17: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563248117,farmKey=7a3e9a1df5b89697e25fc055edce61a2,farmKey2=6632539114c429fce177d3b3b1b722d9,uIdx=2937780336,uinY=2937059067,id=12437
11:35:17: NCJZJoin:250-247 
11:35:16: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563248116,farmKey=6c10c8dd71daa5d488bbae085f12edec,farmKey2=d015ba4dff6ce7f61d7ceaf094278a8f,uIdx=2937780336,uinY=2937059067,id=10183
11:35:16: NCJZJoin:250-244 
11:35:15: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563248115,farmKey=36406ebedf5eabba4bc3796c9e1a2d37,farmKey2=bb30d97cc7f0590326a5f3ad5cff1c11,uIdx=2937780336,uinY=2937059067,id=13022
11:35:15: NCJZJoin:234-238 
11:35:14: NCJZMyJoin:235-243 
11:35:13: NCJZHome:250-251 
11:35:12: NCNewLandHome:250-252 
11:35:11: NCXTHome:250-254 
11:35:10: {"code":0,"direction":"加工坊开启需农场等级达到56级及评级系统为省级以上","ecode":-109} farmTime=1563248110,farmKey=0b878d85e1d3af50b0bad7d5575a2c37,farmKey2=b035c29168ab593987276dd3a795ff0b,uIdx=2937780336,uinY=2937059067,ownerId=2937780336,uinX=2937059067,uid=2937780336
11:35:10: NCWorkHome:265-258 
11:35:09: NCHiveHome:250-252 
11:35:08: NCGetWish:218-254 
11:35:07: NCFuseHome:219-290 
11:35:06: NCMPHome:454-362 
11:35:04: NCQTShopHome:281-271 
11:35:03: NCQTOrderHome:265-262 
11:35:02: NCQTHome:265-259 
11:35:02: NCFishPiece:235-253 
11:35:01: NCOrderHome:266-271 
11:35:01: MyFish:250-276 
11:35:00: NCGetWish:My Heart Will Go On:234-302 
11:35:00: NCGetBound:469-370 
11:34:59: GetMyFarm:My Heart Will Go On:266-271 11:34:59
11:34:59: GetHelp:281-276 
11:34:59: GetMyFarm:250-272 11:34:59
11:34:57: 休息完毕，开启工作
11:26:59: GetMyFarm:344-340 11:26:59
11:18:41: 正在偷前对时 [My Heart Will Go On] 的农场2019/7/16 11:18:51
11:15:59: GetMyFarm:343-332 11:15:59
11:05:31: NCOrderHome:343-299 
11:05:30: 刷新 [固定订单] 成功
11:05:30: NCOrderCancel:250-256 
11:05:26: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563246326,farmKey=e5b9b8666cff2e9b8a38fd38f1f45735,farmKey2=87c320e8feeff96207d00b63a2f780f3,uIdx=2937780336,uinY=2937059067,id=12118
11:05:26: NCJZJoin:266-263 
11:05:25: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563246326,farmKey=e5b9b8666cff2e9b8a38fd38f1f45735,farmKey2=87c320e8feeff96207d00b63a2f780f3,uIdx=2937780336,uinY=2937059067,id=12127
11:05:25: NCJZJoin:250-260 
11:05:24: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563246325,farmKey=9a2b7ee032cbb048d2b7dc6f3417f807,farmKey2=9c20003d21321fcaf7ac6a714517f89f,uIdx=2937780336,uinY=2937059067,id=12231
11:05:24: NCJZJoin:281-271 
11:05:24: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563246324,farmKey=9dbbb6ec00c97466cce9301f68c85021,farmKey2=811ae3f92737dce7cc943d85b29edb0d,uIdx=2937780336,uinY=2937059067,id=10554
11:05:24: NCJZJoin:265-261 
11:05:23: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563246323,farmKey=5ad7db2e773e986d63185559a0921fbf,farmKey2=36f5ff6b032142cfe8917ff04d3c0d55,uIdx=2937780336,uinY=2937059067,id=12631
